course_id,course_name,section_name,source_line_start,source_line_end,graduation_requirement_details,course_length_text,course_length_normalized,course_length_semesters,grade_requirements,prerequisites,recommended_prerequisites,normalized_course_name,cross_reference_aliases,description,audition_tryout_required,audition_tryout_evidence
sewing_construction_and_textiles_2,SEWING CONSTRUCTION & TEXTILES 2,CAREER TECHNOLOGY EDUCATION (CTE),1730,1738,CTE,Semester,semester,1,,Sewing Construction & Textiles 1 OR Sports and Outdoor Design 1 (Sports Sewing 1\),,sewing construction and textiles 2,sewing construction and textiles | sewing construction and textiles 2 | sewing construction textiles 2,"Sewing Construction & Textiles 2 is where your sewing skills really level up. Building on what you learned in Sewing 1 (or Sports Sewing 1), you’ll work on more advanced projects while learning new techniques that make your sewing look clean, professional, and customized. You’ll practice using different fabrics, follow more detailed patterns, learn how to thread and use a serger, and try out specialty sewing feet and stitches to create polished finishes. You’ll gain confidence, speed, and the ability to problem-solve like a real designer. By the end of the semester, you’ll have skills you can use for hobbies, jobs, or future design classes — and you’ll take the Sewing 2 CTE Skills Certification Test.",False,
sports_sewing_2_sports_and_outdoor_design_2,SPORTS SEWING 2 (Sports & Outdoor Design 2\),CAREER TECHNOLOGY EDUCATION (CTE),1739,1747,CTE,Semester,semester,1,,Sewing Construction & Textiles 1 OR Sports and Outdoor Design 1 (Sports Sewing 1\),,sports sewing 2 sports and outdoor design 2,sports sewing 2 sports and outdoor design 2 | sports sewing 2 sports outdoor design 2 | sports sewing sports and outdoor design,"Sports Sewing 2 builds on what you learned in Sewing 1 or Sports & Outdoor Design 1 and takes your skills to the next level. In this class, you’ll focus on designing and constructing projects made with sportswear and outdoor fabrics — think performance materials, activewear details, and functional design. You’ll practice intermediate construction techniques, learn how to use and care for a serger, experiment with specialty sewing feet and stitches, and problem-solve as you create personalized projects. The projects are similar in skill level to Sewing 2, but the fabrics and designs are geared toward active, outdoor, and performance use. By the end of the semester, you’ll have confidence working with more technical fabrics and finishes — and you’ll take the Sports & Outdoor Design 2 CTE Skills Certification Test.",False,
sewing_construction_and_textiles_3,SEWING CONSTRUCTION & TEXTILES 3,CAREER TECHNOLOGY EDUCATION (CTE),1748,1757,CTE,Semester,semester,1,,"Sewing Construction & Textiles 1 & 2, Teacher approval only",,sewing construction and textiles 3,sewing construction and textiles | sewing construction and textiles 3 | sewing construction textiles 3,"Sewing Construction & Textiles 3 is an advanced course for highly motivated students who are serious about sewing and design. With teacher approval — and after completing Sewing 1 and Sewing 2 — you’ll dive into projects that feel more professional and career-focused. You’ll explore apparel design, pattern drafting, alterations, fitting, and advanced construction techniques, while also learning how textiles behave and how quality garments are created. You’ll connect sewing skills to real-world opportunities by exploring entrepreneurship, ethical production, and what it takes to run a small apparel business or side hustle. By the end of the semester, you’ll be ready to take the Sewing 3 CTE State Test and earn your Skills Certification.",False,
commercial_art_1,COMMERCIAL ART 1,CAREER TECHNOLOGY EDUCATION (CTE),1758,1764,"CTE, Art",Semester,semester,1,,,,commercial art 1,commercial art | commercial art 1,"A course in the applied visual arts that prepares students to use principles and elements of design with digital and traditional techniques to communicate ideas and information to business and consumer audiences. Instruction may include, but is not limited to, corporate identity, logo and packaging design",False,
commercial_art_bookmark_id_4yrd4aas9x17_2,COMMERCIAL ART](#bookmark=id.4yrd4aas9x17) 2,CAREER TECHNOLOGY EDUCATION (CTE),1765,1772,"CTE, Art",Semester,semester,1,,,,commercial art bookmark id 4yrd4aas9x17 2,commercial art bookmark id 4yrd4aas9x17 2 | commercial art bookmark idyrd4aas9x17,"An intermediate course in the applied visual arts that focuses on the general principles and techniques for effective visual communication in illustration and/or graphic design. Instruction includes training in software used in concept design, layout, various techniques, and media",False,
digital_illustration,DIGITAL ILLUSTRATION,CAREER TECHNOLOGY EDUCATION (CTE),1773,1779,Art or CTE,Semester,semester,1,,,,digital illustration,digital illustration,"This introduction course focuses on drawing and painting in a digital environment while developing communication and visual storytelling skills. Students use industry-standard software (Adobe Suite) to create character designs, concept art, and finished illustrations while learning about composition, color, perspective, shading, and foundational illustration techniques.",False,
photography_1,PHOTOGRAPHY 1,CAREER TECHNOLOGY EDUCATION (CTE),1780,1786,Art or CTE,Semester,semester,1,,,,photography 1,photography | photography 1,"Ever wanted to take cool photos but don’t know where to start? This class will teach you the basics of using a camera, taking great pictures, and editing them to look amazing using Photoshop and Lightroom. Whether you want to capture fun moments or dream of becoming a photographer, this is the perfect place to start.",False,
photography_2,PHOTOGRAPHY 2,CAREER TECHNOLOGY EDUCATION (CTE),1787,1795,Art or CTE,Semester,semester,1,,,Photography 1,photography 2,photography | photography 2,"Note: Students will be required to have access to a film SLR camera and a Digital camera. Now it’s time to take your photography further. In this class, you’ll work on real projects, experiment with creative ideas, and build a collection of your best photos. You’ll learn how to make your pictures look more professional",False,
photography_3,PHOTOGRAPHY 3,CAREER TECHNOLOGY EDUCATION (CTE),1796,1804,Art or CTE,Semester,semester,1,,,Photography 1 & 2,photography 3,photography | photography 3,"Note: Students will be required to have access to a film SLR camera and a Digital camera. Let's step up your photography skills even more. This advanced class will help you master your camera, edit like a pro, and work on real-world projects. You’ll also start building a professional portfolio to show off your skills. If you’re thinking about a career in photography or just want to be amazing at it, this class will get you there!",False,
video_production_i,VIDEO PRODUCTION I,CAREER TECHNOLOGY EDUCATION (CTE),1805,1811,CTE,Semester,semester,1,,,,video production i,video production i,"This is a hands-on class where students work to make video content for Lehi Television, a student-led broadcasting program. Students work in a simulated professional (CTE) environment on projects intended to entertain and inform an audience of their peers. Students will utilize cameras, microphones, computers and editing software in the creation of skits, commercials, features, news packages, and other projects with the goal of informing our campus about events, organizations, and pieces of student-culture important to their lives as Lehi students. Students learn video editing, camera techniques, on-air performance, and how to work as part of a production team.",False,
video_production_ii,VIDEO PRODUCTION II,CAREER TECHNOLOGY EDUCATION (CTE),1812,1819,CTE,Full year or Semester 2 with instructor approval,full_year,2,,Video Production I,,video production ii,video production ii,"Video II students learn more advanced video skills and take on more challenging projects, such as music videos, films, and documentaries. Video II students also take on more leadership of Lehi Television, learning how to direct a production team and make programmatic decisions about the direction and content of the school show. Students will learn how to communicate their vision to a camera crew, or work within a team to execute a larger vision. Video II students may also travel to compete in film festivals, such as the All American High School Film Festival in New York City.",False,
tv_broadcasting_i,TV BROADCASTING I,CAREER TECHNOLOGY EDUCATION (CTE),1820,1827,CTE,"Full year (TV Broadcasting 1 first semester, TV Broadcasting 2 second semester)",full_year,2,,Video Production I & II,,tv broadcasting i,tv broadcasting i,"Students in this class will lead Lehi Television (LTV) and take on the most challenging video projects, learning the most advanced skills and taking ownership of the program. Students will design the shows, build rundowns, create original video products, assign stories and projects to Video I and II teams, and craft the identity of LTV and its future shows. Students at this level will largely decide among themselves what projects to take on and which skills they want to advance -- whether shooting, editing, designing, animating, performing on air, or crafting content for social media. These students will shape the program, its voice, the shows, and lead teams across the entire video program.",False,
tv_broadcasting_ii,TV BROADCASTING II,CAREER TECHNOLOGY EDUCATION (CTE),1828,1836,CTE,"Full year (TV Broadcasting 1 first semester, TV Broadcasting 2 second semester)",full_year,2,,TV Broadcasting I,,tv broadcasting ii,tv broadcasting ii,Taught in conjunction with TV Broadcasting 1 This course will allow students who have already completed 2 years of video study to continue growing their video and CTE leadership skills.,False,
radio_production_1,RADIO PRODUCTION 1,CAREER TECHNOLOGY EDUCATION (CTE),1837,1843,CTE,Full year,full_year,2,,,,radio production 1,radio production | radio production 1,"This course is designed to provide students with the basic knowledge and skills related to Radio Broadcasting. Students will create audio programming intended to be distributed through traditional radio, online radio, or distributed through podcasting.",False,
emergency_medical_responder_ce,EMERGENCY MEDICAL RESPONDER CE,CAREER TECHNOLOGY EDUCATION (CTE),1844,1852,CTE,Semester,semester,1,,,,emergency medical responder ce,emergency medical responder | emergency medical responder ce,\\Concurrent Enrollment Credit UVU: HLTH 1200 This semester course provides students with advanced emergency medical information and skills. The course introduces students to a variety of career options in emergency medicine. American Red Cross certification available.,False,
introduction_to_health_science,INTRODUCTION TO HEALTH SCIENCE,CAREER TECHNOLOGY EDUCATION (CTE),1853,1859,CTE,Semester,semester,1,,,,introduction to health science,introduction to health science,"This course is designed to create an awareness of career possibilities in healthcare and inform students of the educational options available for health technology and health science programs. Introductory anatomy and physiology, medical terminology, medical ethics, first aid, diseases and disorders are covered in sufficient depth to prepare students for a health technology program or for introductory anatomy or physiology college classes. This course does NOT count towards a science or health credit.",False,
medical_anatomy_and_physiology,MEDICAL ANATOMY & PHYSIOLOGY,CAREER TECHNOLOGY EDUCATION (CTE),1860,1866,"CTE, Science Elective",Full year,full_year,2,,,,medical anatomy and physiology,medical anatomy and physiology | medical anatomy physiology,"Are you interested in learning more about the amazing human body? Is a career in the medical field a possible option for your future? Do you want to learn anatomy and physiology through hands-on activities? Do you want a class that will prepare you for college level courses? Then this class is for you! Students will also be engaged in dissections, medical career exploration, field trips, and much more. Students will examine each of the twelve body systems at a level of detail that will allow them to pass college level courses in the same areas of study. This class is a must for any students pursuing medical related careers such as medicine, dentistry, physical therapy, massage therapy, sports medicine, nursing and many more.",False,
medical_anatomy_and_physiology_live_interactive,MEDICAL ANATOMY & PHYSIOLOGY- LIVE INTERACTIVE,CAREER TECHNOLOGY EDUCATION (CTE),1867,1873,"CTE, Science Elective",Full year,full_year,2,,,,medical anatomy and physiology live interactive,medical anatomy and physiology live interactive | medical anatomy physiology live interactive,"Are you interested in learning more about the amazing human body? Is a career in the medical field a possible option for your future? Do you want to learn anatomy and physiology through hands-on activities? Do you want a class that will prepare you for college level courses? Then this class is for you! Students will also be engaged in dissections, medical career exploration, field trips, and much more. Students will examine each of the twelve body systems at a level of detail that will allow them to pass college level courses in the same areas of study. This class is a must for any students pursuing medical related careers such as medicine, dentistry, physical therapy, massage therapy, sports medicine, nursing and many more.",False,
medical_terminology_ce,MEDICAL TERMINOLOGY CE,CAREER TECHNOLOGY EDUCATION (CTE),1874,1882,CTE,Semester,semester,1,,,,medical terminology ce,medical terminology | medical terminology ce,"\\Concurrent Enrollment Credit Option UVU: HLTH 1300 (3 Credits) This Medical Terminology in-person course will help students understand the Greek- and Latin-based language of medicine and healthcare. Emphasis is placed upon word roots, suffixes, prefixes, abbreviations, symbols, anatomical terms, and terms associated with movement of the human body. This course also stresses the proper pronunciation, spelling, and usage of medical terminology. This class is helpful to anyone considering going into the healthcare field. It is recommended, but not required to have taken Introduction to Health Sciences prior to enrolling in this course.",False,
medical_terminology_live_interactive,MEDICAL TERMINOLOGY- LIVE INTERACTIVE,CAREER TECHNOLOGY EDUCATION (CTE),1883,1891,CTE,Semester,semester,1,,,,medical terminology live interactive,medical terminology live interactive,"\\Concurrent Enrollment Credit Option UVU: HLTH 1300 This class is taught in a facilitator-run classroom with a remote teacher. Medical Terminology is a one-semester course that helps students understand the Greek- and Latin-based language of medicine and healthcare. Emphasis is placed upon word roots, suffixes, prefixes, abbreviations, symbols, anatomical terms, and terms associated with movement of the human body. This course also stresses the proper pronunciation, spelling, and usage of medical terminology. This class is helpful to anyone considering going into the healthcare field.",False,
sports_medicine_ce,SPORTS MEDICINE CE,CAREER TECHNOLOGY EDUCATION (CTE),1892,1901,CTE,Full year,full_year,2,11-12,,,sports medicine ce,sports medicine | sports medicine ce,"\\ Concurrent Enrollment Credit Option UVU: PES 2400 (2 credits) This course is designed to teach students components of exercise science and sports medicine, including detailed anatomy and physiology; basic principles of injury prevention, recognition, evaluation, and management; sports nutrition; sports psychology, performance enhancement (conditioning and training principles), preventative taping and first aid. It is recommended, but not required to have taken Introduction to Health Sciences prior to enrolling in this course.",False,
3d_print_technology,3D PRINT TECHNOLOGY,CAREER TECHNOLOGY EDUCATION (CTE),1902,1909,CTE,Semester,semester,1,10-12,,,3d print technology,3d print technology,"This course is an introduction to 3D printing- its fundamental principles, technologies, and applications. Students will gain hands-on experience with various 3D printing methods and learn to design, prepare, and execute 3D prints.",False,
unmanned_aerial_systems_drones,UNMANNED AERIAL SYSTEMS-DRONES,CAREER TECHNOLOGY EDUCATION (CTE),1910,1917,CTE,Semester,semester,1,10-12,,,unmanned aerial systems drones,unmanned aerial systems drones,"This course covers the history, safety, rules, and regulations, as well as the design and construction of Small Unmanned Aerial Systems (UAS Drones). Students fly both rotary and fixed wing UAS in preparation for certification.",False,
mechanical_design_and_engineering_1,MECHANICAL DESIGN & ENGINEERING 1,CAREER TECHNOLOGY EDUCATION (CTE),1918,1925,CTE,Semester,semester,1,10-12,,,mechanical design and engineering 1,mechanical design and engineering | mechanical design and engineering 1 | mechanical design engineering 1,"The first in a sequence of courses that prepares students to plan and prepare scale, isometric drawings and technical documentation of engineering and design concepts. This includes standard engineering practices in design and graphics including the use and application of computer softwares to create and modify designs.",False,
mechanical_design_and_engineering_2,MECHANICAL DESIGN & ENGINEERING 2,CAREER TECHNOLOGY EDUCATION (CTE),1926,1933,CTE,Semester,semester,1,10-12,,,mechanical design and engineering 2,mechanical design and engineering | mechanical design and engineering 2 | mechanical design engineering 2,This course prepares students to develop 3D models and 2D technical drawings for the mechanical and industrial engineering industry. This includes instruction in the use of 3D modeling software to create models and produce drawings.,False,
digital_business_applications,DIGITAL BUSINESS APPLICATIONS,DIGITAL STUDIES,1937,1943,CTE & Digital Studies,Semester,semester,1,,,,digital business applications,digital business applications,"Students will explore business applications through the lens of a sales and advertising career. This is a project-based course that will result in students being able to create a digital portfolio that will show understanding and utilize common business applications including; Business tools and programs, business safety and security, business communications for internal and external use, and the importance of applications in global business.",False,
computer_programming_1,COMPUTER PROGRAMMING 1,DIGITAL STUDIES,1944,1952,"CTE, Digital Studies Electives, Math Elective",Semester,semester,1,10-12,,,computer programming 1,computer programming | computer programming 1,"This course introduces the concepts of object-oriented programming using Visual Basic.net. The class is presented with the tools, structure, syntax, and basic OOP design techniques for developing well-formed programs. Students study concepts such as classes, methods, fields, data types, control constructs, data I/O, exception handling, and class libraries. Students will write several programming assignments that demonstrate their understanding of OOP concepts.",False,
web_development_1,WEB DEVELOPMENT 1,DIGITAL STUDIES,1953,1959,"CTE, Digital Studies",SemesterGrades: 10-12,semester,1,,,,web development 1,web development | web development 1,"Web Development 1 is a course designed to guide students in a project-based environment in the development of up-to-date concepts and skills that are used in the development of today’s websites. Students will learn the fundamentals of how the Internet works. They will learn and use the basic building blocks of the World Wide Web: HTML5 coding, cascading style sheets (CSS), and JavaScript. They follow the steps to create a website by planning, designing, developing, deploying, and maintaining the website projects. Students will learn and use different scripting technologies to create more dynamic and interactive websites. They will learn what it takes for a career in web development as they complete projects and create their own website.",False,
financial_literacy_standard_or_ce,"FINANCIAL LITERACY, Standard or CE",FINANCIAL LITERACY,1963,1984,Financial Literacy,Semester,semester,1,11 & 12,,,financial literacy standard or ce,financial literacy standard or | financial literacy standard or ce,"\\Concurrent Enrollment Credit: FIN 1060 (with approved teacher): Mr Cook or Mr Boyd Are you ready to take control of your financial future? This course is designed to empower high schoolers with the skills they need to make informed financial decisions that will impact their lives now and in the future. In this hands-on and engaging class, you’ll learn how to: Be a smart consumer, saver, and investor. Manage credit responsibly and avoid common financial pitfalls. Plan and manage your personal budget like a pro. Explore short- and long-term savings and investment strategies. Understand the real-world impact of financial decisions on individuals and society. Set and achieve your personal financial goals. By the end of this course, you’ll have the tools and knowledge to build a solid financial foundation, ensuring you’re prepared for life’s opportunities and challenges. With concurrent enrollment options, this class also offers a chance to earn college credit while learning essential life skills. Take the first step toward financial independence and success—this is more than just a class; it’s a game-changer for your future! Optional college credit available with approved teacher for FIN 1060 with registration through UVU.",False,
american_sign_language_1,AMERICAN SIGN LANGUAGE 1,WORLD LANGUAGES,1988,1995,General Elective,Full year,full_year,2,,,,american sign language 1,american sign language | american sign language 1,"Learn an interactive, fun, and visual language, deep rooted in American Deaf Culture. This course will teach essential skills to communicate with those in the American Deaf Community. Learn over 700+ vocabulary words, ASL grammar, Deaf culture, and the skills you need to use the language. Build confidence while we learn and practice through enriching lessons, games, assignments and activities. In person attendance is required. Regular attendance allows the student to learn essential, in-class instruction, practice with peers, and allows the instructor to provide immediate feedback on sign production. This course is accepted at all major colleges and universities.",False,
american_sign_language_1_live_interactive,AMERICAN SIGN LANGUAGE 1- LIVE INTERACTIVE,WORLD LANGUAGES,1996,2001,General Elective,Full year,full_year,2,,,,american sign language 1 live interactive,american sign language 1 live interactive | american sign language live interactive,"This course is designed to teach functional ASL which can be used in everyday interactions. Learning these functions will enable students to establish and maintain social relationships with others who use ASL. The grammar and vocabulary of ASL will be learned within the context of communicative activities. Students will be taught basic awareness of the Deaf culture through role-play situations, assigned readings, interactions with Deaf individuals and videotapes. Attendance will be mandatory. Facilitators manage the room and assignments while the instructor is broadcast over TV with course material.",False,
american_sign_language_2,AMERICAN SIGN LANGUAGE 2,WORLD LANGUAGES,2002,2010,General Elective,Full year,full_year,2,,ASL 1,,american sign language 2,american sign language | american sign language 2,"In ASL 2 you will continue to learn an interacting, fun, and visual language, deep rooted in American Deaf Culture, as you move from novice to intermediate learner. This course will teach intermediate skills to communicate with those in the American Deaf Community. Continue to learn an additional 800+ vocabulary words, ASL grammar, Deaf culture, and the skills you need to use the language. Grow in confidence while we learn and practice through enriching lessons, games, assignments and activities. In person attendance is required. Regular attendance allows the student to learn essential, in-class instruction, practice with peers, and allows the instructor to provide immediate feedback on sign production. This course is accepted at all major colleges and universities.",False,
american_sign_language_2_live_interactive,AMERICAN SIGN LANGUAGE 2- LIVE INTERACTIVE,WORLD LANGUAGES,2011,2017,General Elective,Full year,full_year,2,11-12,,,american sign language 2 live interactive,american sign language 2 live interactive | american sign language live interactive,"This course is designed to teach functional ASL which can be used in everyday interactions. Learning these functions will enable students to establish and maintain social relationships with others who use ASL. The grammar and vocabulary of ASL will be learned within the context of communicative activities. Students will be taught basic awareness of the Deaf culture through role-play situations, assigned readings, interactions with Deaf individuals and videotapes. Attendance will be mandatory. Facilitators manage the room and assignments while the instructor is broadcast over TV with course material.",False,
american_sign_language_3_live_interactive,AMERICAN SIGN LANGUAGE 3- LIVE INTERACTIVE,WORLD LANGUAGES,2018,2024,General Elective or Language Arts Elective,Full year,full_year,2,11-12,,,american sign language 3 live interactive,american sign language 3 live interactive | american sign language live interactive,A continuation of ASL learning. Facilitators manage the room and assignments while the instructor is broadcast over TV with course material.,False,
french_1,FRENCH 1,WORLD LANGUAGES,2025,2030,General Elective,Full year,full_year,2,,,,french 1,french | french 1,"Step into the world of French and become a global citizen! In this course, students explore the language and culture of French-speaking countries while building fundamental skills in speaking, listening, reading and writing that will help you communicate confidently. We’ll work through five units: Introductions, Physical and Personality Descriptions, Pastimes, School and Family, using interactive lessons, activities, and real-life scenarios. Communication in class (teacher-student and student-student) is primarily in French.",False,
french_2,FRENCH 2,WORLD LANGUAGES,2031,2037,General Elective,Full year,full_year,2,,French 1,,french 2,french | french 2,"Students deepen their global view and expand their fluency in the French language as we work through five new units: Clothing and Weather, Home and Daily Routine, Healthy Eating, Hobbies and Interests, and Their Town. Students will increase their confidence in communication as we continue to explore the cultures of the French-speaking world in new real-life contexts. Communication in class (teacher-student and/or student-student) is primarily in French.",False,
french_3_ce,FRENCH 3 CE,WORLD LANGUAGES,2038,2048,Language Arts Elective,Full year,full_year,2,,French 1 & 2,,french 3 ce,french 3 | french 3 ce | french ce,"\\Concurrent Enrollment Credit UVU: FREN 1020 Ready to take your French skills to the next level? In this course, you’ll improve your speaking, listening, reading, and writing skills while diving into exciting topics like travel, health, relationships, childhood, and even French literature! Expect lots of real-world practice—asking and answering questions, forming sentences, and holding conversations—all in French. Plus, you’ll explore French-speaking cultures in new and engaging ways. For students looking to earn college credit, this course offers a UVU Concurrent Enrollment option (FREN 1020, 4 credits). Immerse yourself in the language and get ahead academically!",False,
french_4_ce,FRENCH 4 CE,WORLD LANGUAGES,2049,2059,Language Arts Elective,Full year,full_year,2,,French 3,,french 4 ce,french 4 | french 4 ce | french ce,"\\Concurrent Enrollment Credit UVU: FREN 2010 Take your French skills to a deeper level! In this course, you'll dive into engaging themes like education, beauty and art, war and peace, and the impact of technology—all while strengthening your ability to speak, read, write, and understand French. You'll also explore French literature, tell stories, share opinions, and hold more advanced conversations entirely in French. Want college credit? This course offers a UVU Concurrent Enrollment option (FREN 2010, 4 credits), giving you a head start on your college language requirements while mastering a valuable skill!",False,
ap_french,AP FRENCH,WORLD LANGUAGES,2060,2069,Language Arts Elective,Full year,full_year,2,,,,ap french,ap french,"Get ready to master French and take on the AP French Language & Culture Exam in May! This course challenges you to strengthen your reading, writing, listening, and speaking skills through real-world topics like family life, identity, art, science, technology, contemporary life, and global issues. You'll analyze texts, respond to emails, write persuasive essays, engage in conversations, and give cultural presentations—all in French. By the end of the year, you'll be confident in expressing opinions, telling detailed stories, and discussing a variety of topics using connected sentences and short paragraphs. If you're serious about French and want to earn college credit, this is the course for you!",False,
japanese_1_live_interactive,JAPANESE 1- LIVE INTERACTIVE,WORLD LANGUAGES,2070,2078,General Elective,Full year,full_year,2,10-11,,,japanese 1 live interactive,japanese 1 live interactive | japanese live interactive,"Fees: Undoukai (Japanese Sports Festival)- $5 - transportation cost for bus per student, $5-10 - food trucks BYU Language Festival- $5 - transportation cost for bus per student, $5-10 - food and miscellaneous This class is taught in a facilitator-run classroom with a remote teacher. Japanese 1 is an introductory class on the language and culture of Japan. In this class the students will learn basic communication skills in Japanese through learning hiragana, katakana, greeting and phrases, and basic grammar and sentence structure.You will be taught to listen, speak, read, and write for simple situations and conversations. To pass this class the students must achieve mastery in hiragana and katakana. The students will be able to communicate in Japanese on a basic level. At the end of the course the students will be able to use and respond to basic greetings.",False,
japanese_2_live_interactive,JAPANESE 2- LIVE INTERACTIVE,WORLD LANGUAGES,2079,2087,General Elective,Full year,full_year,2,,Japanese 1,,japanese 2 live interactive,japanese 2 live interactive | japanese live interactive,"Fees: Undoukai (Japanese Sports Festival) $5 - transportation cost for bus per student, $5-10 - food trucks BYU Language Festival- $5 - transportation cost for bus per student, $5-10 - food and miscellaneous This class is taught in a facilitator-run classroom with a remote teacher. Japanese 2 is a continuation of Japanese 1\. In this class, the students will build upon the skills acquired in Japanese 1\. The students will be expected to master katakana and hiragana and increase their knowledge of kanji by increasing the number and difficulty of kanji learned. In Japanese 2, the students will begin to communicate in Japanese without using formulated sentence patterns. They will be able to take the skills learned in this class to participate in normal everyday activities.",False,
spanish_1,SPANISH 1,WORLD LANGUAGES,2088,2099,General Elective,Full year,full_year,2,,,,spanish 1,spanish | spanish 1,"Welcome to an epic journey through the Spanish-speaking world! This full-year adventure is designed to equip you with the skills to understand and speak Spanish like a pro. You'll discover how to navigate basic conversations with ease and gain confidence in your speaking abilities. But that's just the start! We’ll also unlock the mysteries of Spanish grammar and written communication, giving you a solid foundation for the language. Imagine being able to read and write, not just talk! And because language and culture go hand in hand, we'll explore the vibrant cultures and customs of Spanish-speaking countries. From the spicy rhythms of salsa dancing to the rich history of ancient civilizations, this course offers a deep dive into the diverse worlds of Spain, Mexico, and beyond. So, if you’re ready to expand your horizons and embrace a new way to communicate and connect, Spanish 1 is your ticket to a world of possibilities. Get ready to immerse yourself, engage with fascinating cultures, and have a lot of fun along the way! ![🌎][image1]![🎉][image2]",False,
spanish_2,SPANISH 2,WORLD LANGUAGES,2100,2108,General Elective,Full year,full_year,2,,"Spanish 1, recommend a “C” or above in Spanish 1",,spanish 2,spanish | spanish 2,"¡Bienvenidos a Español 2! Now that you have some basics what can you do with them? In Spanish 2 you will continue to expand your communication, writing as well as comprehension of the language. Reinforcing these 3 areas in order to increase accurate and fluent use of Spanish as well as grow your grammar skills to get you to the next level. You will have an opportunity to study a variety of culturally relevant topics and engage daily in active listening and conversational activities. At the same time having fun while knowing the rich cultures, food, music and more.",False,
spanish_3_ce,SPANISH 3 CE,WORLD LANGUAGES,2109,2117,Language Arts Elective,Full year,full_year,2,,Completion of Spanish 2 with a recommended grade of “C” or higher,,spanish 3 ce,spanish 3 | spanish 3 ce | spanish ce,"\\Concurrent Enrollment Credit UVU: SPAN 1020 This course, known as SPANISH 1020 at UVU, offers students numerous opportunities to speak, read, and write in Spanish, earning 4 college credits upon successful completion. Additionally, there are potential travel abroad opportunities and exciting field trips to enhance language learning beyond the classroom. Engage in a collaborative project where you'll create a film in Spanish with your group to compete in a fun film festival against other World Languages!",False,
spanish_4_ce,SPANISH 4 CE,WORLD LANGUAGES,2118,2126,Language Arts Elective,Full year,full_year,2,,Completion of Spanish 3 with a recommended grade of “C” or higher,,spanish 4 ce,spanish 4 | spanish 4 ce | spanish ce,"\\Concurrent Enrollment Credit UVU: SPAN 2010 This course, known as SPANISH 2010 at UVU, reinforces advanced Spanish language skills, providing numerous opportunities to speak, read, and write in Spanish. Students who have successfully completed the SPANISH 1020 course (Spanish 3 at Lehi) and this course will earn a total of 8 college credits. Engage in a collaborative project to create a film in Spanish with your group to compete in a fun film festival against other World Languages! Additionally, potential travel abroad opportunities and exciting field trips will enhance language learning beyond the classroom.",False,
ap_spanish,AP SPANISH,WORLD LANGUAGES,2127,2134,Language Arts Elective,Full year,full_year,2,,Completion of Spanish 4,,ap spanish,ap spanish,"The primary purpose of this course is to prepare students to pass the AP Spanish Language and Culture Exam. It covers six thematic units: Families in Different Societies, Language and Culture's Influence on Identity, Beauty and Art, Science and Technology, Quality of Life, and Environmental and Political Challenges. Students will develop advanced skills in interpreting texts, writing essays, and participating in conversations, with lessons conducted primarily in Spanish to enhance communication skills. Students can earn additional college credits based on their performance on the AP test, with transfer credit information available at BYU AP Credit Transfer and UVU AP Credit Transfer. If planning to attend a college other than BYU or UVU, students should check with that institution to determine AP transfer credit policies. Additionally, students will collaborate to create a film in Spanish, competing against other World Languages in a fun film festival!",False,
academic_studies,ACADEMIC STUDIES,GENERAL ELECTIVES,2140,2145,General Elective,Full year or Semester,full_year,2,,,,academic studies,academic studies,"Homework Support & Academic Catch-Up class offers a structured, supportive environment for students to focus on assignments, catch up on missed work, and receive the help they need to stay on track. This course is ideal for students with busy schedules, extracurricular activities, or those needing extra time and guidance to complete their assignments. Regular attendance is key to ensuring progress, as students will have the opportunity to work independently, receive one-on-one support from the instructor, and, if necessary, visit other teachers to work on missing assignments or projects. The class is pass/fail, with participation and consistent effort being the main criteria for success. This class is designed to help students stay on top of their academic responsibilities in a flexible, supportive setting.",False,
latinos_in_action_lia_teacher_recommendation_only,LATINOS IN ACTION (LIA) (Teacher recommendation only),GENERAL ELECTIVES,2146,2152,General Elective,Full year,full_year,2,,,,latinos in action lia teacher recommendation only,latinos in action lia teacher recommendation only,"NOTE: Only counselors can add this class with teacher recommendation. Empowers students through the four pillars of leadership, service, culture, and academics. We are dedicated to helping students reach their full potential while discovering joy and fulfillment through serving the Lehi community.. Among other things, students tutor at a local elementary school, visit an assisted living center, work with the Lehi Cares Coalition on community events, support school activities, and host Hispanic Heritage Week to celebrate Latino culture. Students also explore future careers, visit local universities, and develop the leadership skills needed to become active, impactful members of their community.",False,
sources_of_strength_teacher_recommendation_only,SOURCES OF STRENGTH (Teacher recommendation only),GENERAL ELECTIVES,2153,2161,General Elective,Semester,semester,1,,,,sources of strength teacher recommendation only,sources of strength teacher recommendation only,"NOTE: Only counselors can add this class with teacher recommendation. This course is built on the foundation of Sources of Strength, a nationally recognized, evidence-based program that moves ""upstream"" to promote mental health and prevent suicide. Rather than focusing on problems, we focus on prevention by cultivating eight key protective factors in our lives and our community. As a student-led group of young leaders, you will be trained to identify and amplify the Hope, Help, and Strength available to every Pioneer. You won’t just learn about resilience; you’ll lead it. This leadership role will include planning and running campaigns, which will require the occasional time spent outside of class helping at a lunchtime activity or a school event.",False,
